,GEOID,FIPS,SERank,EHDRank,MINRank,LWINRank,P_LWINCPCT,P_MINORPCT,index_right,Unnamed: 0,FSID,EPACRKID,PlanID,FacilityName,FacilitySiteStatusTypeID,PlanYearCode,LocationLatitude,LocationLongitude,NAICSCode,CountyCode,StateDistrict,FirstName,LastName,FullName
3265,530630114003.0,53063011400.0,6.0,6.0,3,6,53.0,27.0,154,156,53481373,WAD009067281,270,"Kaiser Aluminum Fabricated Products, LLC",1,2019,47.689031,-117.2088,331315.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
3265,530630114003.0,53063011400.0,6.0,6.0,3,6,53.0,27.0,228,230,88458528,WAD009069717,382,Spokane Industries,1,2019,47.68976,-117.18851000000001,33151.0,WA063,ERO,Huckleberry,Palmer,Huckleberry Palmer
3265,530630114003.0,53063011400.0,6.0,6.0,3,6,53.0,27.0,95,97,23274167,WAD980976450,161,Fiberglass Technology Industries,1,2019,47.6909,-117.19828999999999,326130.0,WA063,ERO,Huckleberry,Palmer,Huckleberry Palmer
3265,530630114003.0,53063011400.0,6.0,6.0,3,6,53.0,27.0,355,362,54458646,WAD009065145,1544,Wagstaff Inc,10,2019,47.692626000000004,-117.176749,333249.0,WA063,ERO,John,Blunt,John Blunt
3267,530670108005.0,53067010800.0,4.0,7.0,4,8,78.0,33.0,512,572,1256621,WAH000011080,3407,CARDINAL CG,1,2019,46.968568381374595,-122.915582669398,327215.0,WA067,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
3267,530670108005.0,53067010800.0,4.0,7.0,4,8,78.0,33.0,507,564,16138,WAH000052106,3393,A & R Aviation Services Tumwater,4,2019,46.97144,-122.89348999999999,488190.0,WA067,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3270,530670108004.0,53067010800.0,4.0,7.0,5,8,78.0,50.0,322,329,64163664,WAD980981583,782,WA DOT Dist 3 HQ,4,2019,46.9971,-122.90796,488490.0,WA067,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3286,530770020013.0,53077002001.0,10.0,6.0,10,10,98.0,99.0,131,133,39672436,WAH000001495,210,SunSteel LLC  Sunnyside,4,2019,46.32735,-119.99531999999999,332312.0,WA077,CRO,Thatcher,Montgomery,Thatcher Montgomery
3301,530110405082.0,53011040508.0,2.0,4.0,4,2,13.0,38.0,324,331,68766465,WAR000008565,786,Kemira Chemicals Inc Washougal Plant,1,2019,45.58484,-122.33203999999999,325180.0,WA011,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
3302,530110405081.0,53011040508.0,2.0,4.0,3,5,45.0,29.0,115,117,33568379,WAD082631722,185,Exterior Wood Inc,1,2019,45.58317,-122.3512,321114.0,WA011,SWRO,Hugh,O'Neill,Hugh O'Neill
3308,530479703007.0,53047970300.0,9.0,4.0,5,7,67.0,41.0,441,493,59253344,WAH000014092,3230,US CBP OROVILLE PORT OF ENTRY WA0021,1,2019,48.991873999999996,-119.45908,922120.0,WA047,CRO,Thatcher,Montgomery,Thatcher Montgomery
3357,530630122001.0,53063012200.0,7.0,10.0,5,7,68.0,49.0,536,597,86680,WAH000057005,3447,I 90 Express Finishing Spokane Valley,1,2019,47.66803,-117.32088,325510.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
3357,530630122001.0,53063012200.0,7.0,10.0,5,7,68.0,49.0,143,145,49654419,WAD000641779,242,EXXON MOBIL SPOKANE TERMINAL,1,2019,47.66854811,-117.3204989,42471.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
3357,530630122001.0,53063012200.0,7.0,10.0,5,7,68.0,49.0,46,47,2169781,WAD009071135,60,Melcher Manufacturing Co Inc,1,2019,47.67122,-117.324924,326199.0,WA063,ERO,Huckleberry,Palmer,Huckleberry Palmer
3357,530630122001.0,53063012200.0,7.0,10.0,5,7,68.0,49.0,498,554,76848312,WAH000024344,3370,Berg Manufacturing Inc,1,2019,47.671283,-117.314102,314910.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
3357,530630122001.0,53063012200.0,7.0,10.0,5,7,68.0,49.0,203,205,80329371,WAD009063827,348,Inland Empire Plating Eastern Rd,1,2019,47.679151,-117.320457,332813.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
3373,530630016002.0,53063001600.0,9.0,9.0,7,10,94.0,68.0,181,183,67612974,WAD988503322,313,Sonderen Packaging,4,2019,47.6848350465,-117.377522399,322212.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
3374,530630016001.0,53063001600.0,9.0,9.0,4,10,95.0,40.0,198,200,77373165,WAD086247491,340,Hollister Stier Laboratories LLC,1,2019,47.688140000000004,-117.36923999999999,325412.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
3374,530630016001.0,53063001600.0,9.0,9.0,4,10,95.0,40.0,537,598,1619,WAH000037172,3455,HD Pro Location 3440,3,2019,47.688908000000005,-117.367351,453998.0,WA063,ERO,Amy,Leang,Amy Leang
3375,530630016003.0,53063001600.0,9.0,9.0,3,8,72.0,23.0,333,340,23579836,WAD980976518,873,Spokane Public School Dist 81,1,2019,47.69488437,-117.3731014,61111.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
3378,530330327022.0,53033032702.0,1.0,4.0,6,0,0.0,55.0,184,186,71289857,WAH000010124,317,Microconnex formerly Microsound,1,2019,47.501212,-121.876223,334412.0,WA033,NWRO,Robert,Reuter,Robert Reuter
3384,530330305012.0,53033030501.0,8.0,10.0,7,10,92.0,70.0,44,45,1696293,WAD057313033,57,Ampac Flexibles,1,2019,47.31315,-122.22733999999998,326199.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
3385,530330305011.0,53033030501.0,8.0,10.0,7,8,75.0,63.0,146,148,51641977,WAD000711911,252,Burke Gibson Inc,4,2019,47.30553,-122.23648,337215.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3385,530330305011.0,53033030501.0,8.0,10.0,7,8,75.0,63.0,488,544,42177,WAH000056060,3345,LMI Aerospace Inc,1,2019,47.30901,-122.24408000000001,336412.0,WA033,NWRO,Robert,Reuter,Robert Reuter
3385,530330305011.0,53033030501.0,8.0,10.0,7,8,75.0,63.0,476,532,15086,WAH000053332,3327,A&B Fabricators Inc Auburn,1,2019,47.309470000000005,-122.23473,332312.0,WA033,NWRO,Robert,Reuter,Robert Reuter
3385,530330305011.0,53033030501.0,8.0,10.0,7,8,75.0,63.0,381,388,77573648,WAH000038254,2766,Accurate Industries Inc,1,2019,47.309489,-122.234647,332812.0,WA033,NWRO,Robert,Reuter,Robert Reuter
3385,530330305011.0,53033030501.0,8.0,10.0,7,8,75.0,63.0,520,581,4035563,WAH000056785,3422,Numatic Finishing Corp,1,2019,47.3350116423175,-122.228745224738,238320.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3385,530330305011.0,53033030501.0,8.0,10.0,7,8,75.0,63.0,183,185,69145686,WAD052586542,316,Numatic Finishing,10,2019,47.335271999999996,-122.228775,32191.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3385,530330305011.0,53033030501.0,8.0,10.0,7,8,75.0,63.0,309,316,2286,WAD061665766,670,Specialized Pavement Marking Inc,1,2019,47.33533,-122.23232,237310.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3385,530330305011.0,53033030501.0,8.0,10.0,7,8,75.0,63.0,311,318,1267937,WAH000049239,677,FORMULA CORP AUBURN,1,2019,47.343611111111095,-122.226944444444,0.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3408,530730106001.0,53073010600.0,7.0,4.0,5,6,54.0,44.0,221,223,85313176,WAD988516696,372,Oceanus Plastics Inc,10,2019,48.84802,-122.5757,336612.0,WA073,NWRO,Paul,Fabiniak,Paul Fabiniak
3419,530330100012.0,53033010001.0,8.0,9.0,9,3,22.0,86.0,78,80,9726741,WA1360007313,129,VA PSHCS Seattle Division,1,2019,47.563140000000004,-122.31426599999999,62211.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
3443,530419713002.0,53041971300.0,6.0,7.0,3,5,43.0,26.0,419,444,5149421,WAH000038186,3033,Cardinal FG Winlock,1,2019,46.546763,-122.910072,327211.0,WA041,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
3478,530779400021.0,53077940002.0,10.0,9.0,10,8,77.0,91.0,169,171,62647441,WAH000017319,296,Yakima Bait Co Wordens Lures,1,2019,46.3317515243755,-120.231163345316,33992.0,WA077,CRO,Thatcher,Montgomery,Thatcher Montgomery
3493,530330218021.0,53033021802.0,5.0,6.0,8,2,12.0,75.0,315,322,15973436,WAH000011874,722,TestAmerica Analytical Testing Corporati,10,2019,47.771958000000005,-122.183624,54138.0,WA033,NWRO,Justin,Meyer,Justin Meyer
3495,530330218022.0,53033021802.0,5.0,6.0,6,5,43.0,55.0,314,321,12963557,WAD988516712,719,Albany Molecular Research Inc Bothell Re,1,2019,47.76487,-122.18387,541711.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
3495,530330218022.0,53033021802.0,5.0,6.0,6,5,43.0,55.0,382,389,12369225,WAD185416393,2771,Custom Array Inc,4,2019,47.76597,-122.1842,334516.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
3505,530419711001.0,53041971100.0,7.0,6.0,1,5,43.0,7.0,440,492,6030028,WAH000022204,3227,US Water Services Inc,10,2019,46.645140000000005,-122.69021000000001,325998.0,WA011,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
3505,530419711001.0,53041971100.0,7.0,6.0,1,5,43.0,7.0,171,173,62844551,WAD000643494,298,TRANSALTA CENTRALIA GENERATION LLC,1,2019,46.759609999999995,-122.88803,221112.0,WA041,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3508,530670120002.0,53067012000.0,4.0,3.0,7,6,59.0,62.0,13,13,1440,WAD980981161,16,The Evergreen State College Evergreen PK,10,2019,47.07203,-122.95591,61131.0,WA067,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3529,530090013002.0,53009001300.0,5.0,4.0,2,7,64.0,14.0,505,561,12466,WAH000053759,3387,Westport LLC Port Angeles,1,2019,48.10703,-123.35996000000002,337122.0,WA009,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3555,530499505002.0,53049950500.0,5.0,2.0,1,7,67.0,5.0,469,525,57637341,WA0690308895,3314,US CG Station Cape Disappointment,10,2019,46.281420000000004,-124.05362,921190.0,WA049,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3566,530330324011.0,53033032401.0,4.0,2.0,1,3,26.0,5.0,159,161,56519862,WAH000013821,282,American Water Services CDM,8,2019,47.764165999999996,-121.94027700000001,221310.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
3573,530299718001.0,53029971800.0,1.0,1.0,1,6,60.0,7.0,222,224,85425679,WAD059317404,374,ICE FLOE LLC DBA NICHOLS BROTHERS,1,2019,48.012034,-122.542502,336612.0,WA029,NWRO,Robert,Reuter,Robert Reuter
3603,530350920002.0,53035092000.0,2.0,4.0,5,8,71.0,45.0,234,236,92716791,WA4170027268,395,US NAVY Hospital Bremerton 1 Boone Rd,10,2019,47.570192999999996,-122.73133200000001,622110.0,WA035,NWRO,Jenny,Yoo,Jenny Yoo
3643,530579406001.0,53057940600.0,6.0,7.0,1,7,69.0,3.0,144,146,49914595,WAD010200103,244,Dakota Creek Industries Inc,1,2019,48.51915,-122.6108,336611.0,WA057,NWRO,Robert,Reuter,Robert Reuter
3661,530250110002.0,53025011000.0,7.0,5.0,9,9,89.0,89.0,246,249,99875476,WA0000981738,415,D & L Foundry Inc,1,2019,47.131029999999996,-119.25957,331511.0,WA025,ERO,Rolfe,Parsloe,Rolfe Parsloe
3663,530250110001.0,53025011000.0,7.0,5.0,1,8,73.0,3.0,219,221,84931818,WAD988468286,369,EKA Chemicals,1,2019,47.1307,-119.19141,54171.0,WA025,ERO,Rolfe,Parsloe,Rolfe Parsloe
3682,530659502001.0,53065950200.0,4.0,1.0,1,9,88.0,6.0,175,177,65846591,WAR000001776,305,Hewes Marine Co,10,2019,48.56411,-117.93383,336612.0,WA065,ERO,Rolfe,Parsloe,Rolfe Parsloe
3724,530530721053.0,53053072105.0,4.0,6.0,8,10,100.0,71.0,370,377,24615333,WAD040179715,2171,Western State Hospital,10,2019,47.17707,-122.56602,622210.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3738,530730101001.0,53073010100.0,9.0,1.0,1,9,87.0,3.0,377,384,252128,WAH000028034,2554,Seattle City Light Newhalem Sandblast,10,2019,48.68,-121.27,221111.0,WA073,NWRO,Robert,Reuter,Robert Reuter
3771,530150016002.0,53015001600.0,4.0,7.0,1,4,35.0,6.0,298,305,1082,WAD092899574,619,EMERALD KALAMA CHEMICAL LLC,1,2019,46.02086,-122.85276,325192.0,WA015,INDUSTRIAL,Angela,Fritz,Angela Fritz
3771,530150016002.0,53015001600.0,4.0,7.0,1,4,35.0,6.0,189,191,75432985,WAH000000455,329,STEELSCAPE INC,1,2019,46.041779999999996,-122.85983,33122.0,WA015,SWRO,Hugh,O'Neill,Hugh O'Neill
3782,530610528042.0,53061052804.0,6.0,5.0,6,5,44.0,55.0,120,122,34932435,WAR000010405,193,Stoddard International LLC,1,2019,48.0941,-122.15095,336413.0,WA061,NWRO,Paul,Fabiniak,Paul Fabiniak
3789,530530626002.0,53053062600.0,8.0,10.0,8,8,80.0,78.0,532,593,99317,WAH000054618,3439,Nordstrom Inc 006,3,2019,47.21547,-122.46967,452210.0,WA053,SWRO,Amy,Leang,Amy Leang
3790,530530626001.0,53053062600.0,8.0,10.0,9,5,48.0,86.0,11,11,1282,WAD980835771,12,General Plastics Mfg Co Tacoma,1,2019,47.213440000000006,-122.48718000000001,32615.0,WA053,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
3790,530530626001.0,53053062600.0,8.0,10.0,9,5,48.0,86.0,346,353,77521495,WAD114685373,1197,Tacoma Public Utilities Tacoma Power,1,2019,47.22804,-122.48355,221122.0,WA053,SWRO,Hugh,O'Neill,Hugh O'Neill
3790,530530626001.0,53053062600.0,8.0,10.0,9,5,48.0,86.0,386,395,4448663,WAH000004242,2781,Performance Radiator Tacoma,4,2019,47.230174,-122.47233700000001,811112.0,WA053,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3790,530530626001.0,53053062600.0,8.0,10.0,9,5,48.0,86.0,394,404,21187428,WAD094633591,2842,Johnson Millwork Inc,10,2019,47.231746,-122.467322,321918.0,WA053,SWRO,Hugh,O'Neill,Hugh O'Neill
3790,530530626001.0,53053062600.0,8.0,10.0,9,5,48.0,86.0,277,282,16355277,WAD009241803,569,BRADKEN ATLAS,1,2019,47.23238,-122.45875,331513.0,WA053,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
3790,530530626001.0,53053062600.0,8.0,10.0,9,5,48.0,86.0,534,595,1425982,WAH000022006,3441,JR Reding and Refinishing Corp dba JR,1,2019,47.23305,-122.45555,811420.0,WA053,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
3803,530250102001.0,53025010200.0,5.0,4.0,4,8,76.0,38.0,265,269,96825762,WAD980835680,532,REC Solar Grade Silicon LLC,1,2019,47.125,-119.1222,331419.0,WA025,ERO,Huckleberry,Palmer,Huckleberry Palmer
3805,530139602005.0,53013960200.0,6.0,6.0,1,5,45.0,6.0,516,577,40357,WAH000057045,3416,Columbia Pulp I,10,2019,46.5698,-118.19353000000001,322110.0,WA013,ERO,John,Blunt,John Blunt
3843,530299702001.0,53029970200.0,5.0,3.0,7,7,64.0,69.0,336,343,130,WA9170023361,928,US NAVY Air Station Whidbey Island Ault,1,2019,48.33316,-122.66795,92811.0,WA029,NWRO,Robert,Reuter,Robert Reuter
3846,530610518023.0,53061051802.0,7.0,6.0,10,8,75.0,95.0,529,590,99550,WAH000054556,3436,Nordstrom Inc 010,4,2019,47.83063,-122.27426000000001,452210.0,WA061,NWRO,Amy,Leang,Amy Leang
3853,530750006002.0,53075000600.0,10.0,5.0,7,10,99.0,68.0,92,94,21476696,WAH000012583,154,Schweitzer Engineering Labs Inc 2440 Hop,1,2019,46.751583000000004,-117.16688799999999,334515.0,WA075,ERO,Rolfe,Parsloe,Rolfe Parsloe
3904,530110404091.0,53011040409.0,1.0,2.0,2,2,12.0,13.0,268,272,1154295,WAH000002345,543,WA WSU Vancouver Branch Campus,4,2019,45.72459,-122.63349,61131.0,WA011,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3934,530330292051.0,53033029205.0,8.0,9.0,9,5,50.0,81.0,38,39,70377,WAH000033933,46,HD Supply Fac Maintenance Ltd DC009,1,2019,47.393,-122.26128,454113.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3935,530330292053.0,53033029205.0,8.0,9.0,7,2,15.0,68.0,38,39,70377,WAH000033933,46,HD Supply Fac Maintenance Ltd DC009,1,2019,47.393,-122.26128,454113.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
3934,530330292051.0,53033029205.0,8.0,9.0,9,5,50.0,81.0,188,190,75316173,WAD002788412,328,Pacific Propeller Intl LLC,1,2019,47.39437,-122.2663,336413.0,WA033,NWRO,Robert,Reuter,Robert Reuter
3936,530110403022.0,53011040302.0,2.0,3.0,2,1,10.0,17.0,179,181,66715331,WAR000000273,311,Attbar Inc,1,2019,45.811087,-122.723271,326199.0,WA011,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3938,530110403023.0,53011040302.0,2.0,3.0,7,2,12.0,64.0,384,393,16488,WAH000040989,2779,Pacific Crest Building Supply,1,2019,45.80697,-122.68758999999999,337110.0,WA011,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
3939,530770013002.0,53077001300.0,10.0,10.0,8,10,92.0,80.0,492,548,20713,WAH000042658,3359,Thermoforming Systems LLC,4,2019,46.55191,-120.49668,333249.0,WA077,CRO,Thatcher,Montgomery,Thatcher Montgomery
3939,530770013002.0,53077001300.0,10.0,10.0,8,10,92.0,80.0,99,101,24262458,WAD050172170,165,SS Steiner Inc,1,2019,46.5705,-120.49408000000001,115114.0,WA077,CRO,Thatcher,Montgomery,Thatcher Montgomery
3943,530250113002.0,53025011300.0,10.0,6.0,10,9,86.0,97.0,403,413,14431,WAH000042745,2891,PACIFIC COAST CANOLA,1,2019,46.966741,-119.06001200000001,311225.0,WA025,ERO,Rolfe,Parsloe,Rolfe Parsloe
3977,530770017021.0,53077001702.0,10.0,9.0,8,9,83.0,71.0,366,373,17964725,WAD027530526,2064,Kronos Micronutrients LP,1,2019,46.556728,-120.381755,32531.0,WA077,CRO,Thatcher,Montgomery,Thatcher Montgomery
3977,530770017021.0,53077001702.0,10.0,9.0,8,9,83.0,71.0,423,454,9015144,WAH000029847,3091,Ace Hardware Corp Moxee,1,2019,46.569763,-120.402704,423710.0,WA077,CRO,Thatcher,Montgomery,Thatcher Montgomery
3985,530330237001.0,53033023700.0,4.0,6.0,6,1,9.0,52.0,367,374,19688199,WAD981767965,2089,Exotic Motors Auto Rebuild Inc,10,2019,47.63026,-122.18015,81112.0,WA033,NWRO,Robert,Reuter,Robert Reuter
3986,530330237003.0,53033023700.0,4.0,6.0,8,5,50.0,75.0,527,588,10960,WAH000035644,3434,Kaiser Permanenete Bellevue Medical Cntr,1,2019,47.61862,-122.1869,621491.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
3986,530330237003.0,53033023700.0,4.0,6.0,8,5,50.0,75.0,136,138,45225129,WAD076631704,225,Overlake Hospital Medical Center,4,2019,47.620340999999996,-122.18669399999999,622110.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
3987,530330237002.0,53033023700.0,4.0,6.0,7,1,2.0,69.0,66,67,7309265,WAH000031066,107,Dermatopathology Northwest PLLC Bellevue,4,2019,47.630519,-122.167571,621511.0,WA033,NWRO,Jenny,Yoo,Jenny Yoo
3998,530090006002.0,53009000600.0,5.0,1.0,1,5,50.0,8.0,361,368,41226838,WAR000011692,1893,Platypus Marine Inc,1,2019,48.00925,-123.77741999999999,336612.0,WA009,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4006,530770014001.0,53077001400.0,10.0,10.0,9,8,76.0,89.0,408,418,30338,WAH000057420,2921,PACE INTERNATIONAL UNION GAP,3,2019,46.56299,-120.48142,424910.0,WA077,CRO,Thatcher,Montgomery,Thatcher Montgomery
4044,530330226051.0,53033022605.0,8.0,7.0,6,4,33.0,60.0,357,364,59239649,WAH000007625,1626,Facebook Technologies RED9845 Origin,3,2019,47.688321,-122.150484,541715.0,WA033,NWRO,Amy,Leang,Amy Leang
4068,530610538024.0,53061053802.0,6.0,2.0,5,5,43.0,42.0,319,326,36584632,WAD089343982,745,Romac Sultan,1,2019,47.863443,-121.798171,331511.0,WA061,NWRO,Paul,Fabiniak,Paul Fabiniak
4073,530630112014.0,53063011201.0,8.0,9.0,5,10,97.0,41.0,145,147,51124998,WAH000021382,247,Brooklyn Iron Works Inc,4,2019,47.730940000000004,-117.37738999999999,332312.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
4073,530630112014.0,53063011201.0,8.0,9.0,5,10,97.0,41.0,100,102,25295857,WAD009068578,168,Travis Pattern,1,2019,47.75259259144,-117.388682459,331524.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
4084,530630112021.0,53063011202.0,6.0,8.0,1,8,76.0,7.0,471,527,4658042,WAH000048794,3317,Pull N Save Inc,1,2019,47.758511999999996,-117.357192,336390.0,WA063,ERO,Rolfe,Parsloe,Rolfe Parsloe
4097,530270013002.0,53027001300.0,9.0,6.0,1,10,92.0,8.0,60,61,5787875,WAH000027813,95,Panel Tech International LLC,1,2019,46.969242,-123.85671599999999,325211.0,WA027,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4097,530270013002.0,53027001300.0,9.0,6.0,1,10,92.0,8.0,312,319,6836916,WAH000031697,702,IMPERIUM GRAYS HARBOR BIODIESEL PRO,1,2019,46.970552000000005,-123.853803,325199.0,WA027,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4097,530270013002.0,53027001300.0,9.0,6.0,1,10,92.0,8.0,426,463,11981,WAH000036864,3118,Westway Terminal Co LLC,10,2019,46.971219,-123.8551,493190.0,WA027,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4098,530019505002.0,53001950500.0,10.0,7.0,10,10,93.0,98.0,428,468,7781,WAH000041277,3126,Cox Analytical LLC DBA Kuo Testing Labs,1,2019,46.8225,-119.17414,541380.0,WA001,ERO,Rolfe,Parsloe,Rolfe Parsloe
4105,530530703081.0,53053070308.0,4.0,5.0,3,5,45.0,26.0,165,167,61915635,WAD009271164,291,Olympic Foundry Inc,1,2019,47.1929,-122.1921,423510.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
4117,530330319043.0,53033031904.0,3.0,4.0,2,3,22.0,13.0,316,323,23198439,WAH000003608,730,Strasser Woodenworks,1,2019,47.46354,-122.08998000000001,337110.0,WA033,NWRO,Robert,Reuter,Robert Reuter
4121,530079612002.0,53007961200.0,8.0,6.0,6,9,83.0,54.0,259,263,71442764,WAD042476655,512,AMG Aluminum North America LLC,1,2019,47.36956829,-120.1859449,331319.0,WA007,CRO,Thatcher,Montgomery,Thatcher Montgomery
4122,530079612001.0,53007961200.0,8.0,6.0,7,4,40.0,68.0,0,0,1,WAD009270794,1,ALCOA INC WENATCHEE WORKS,6,2019,47.3585,-120.13247,331312.0,WA007,INDUSTRIAL,Angela,Fritz,Angela Fritz
4143,530050116001.0,53005011600.0,9.0,7.0,8,4,38.0,75.0,352,359,51123195,WAD980982177,1481,Boeing A&M Moses Lake,1,2019,45.936587,-119.41005700000001,336411.0,WA025,ERO,Robert,Reuter,Robert Reuter
4144,530050116002.0,53005011600.0,9.0,7.0,10,10,99.0,99.0,362,369,41676198,WAH000003707,1905,GBW Railcar Services LLC,1,2019,46.097146,-119.039627,336510.0,WA005,CRO,Huckleberry,Palmer,Huckleberry Palmer
4151,530610418121.0,53061041812.0,8.0,4.0,10,7,67.0,94.0,344,351,74449956,WAD988469219,1144,Bingo King Co,1,2019,47.87254,-122.27136999999999,323120.0,WA061,NWRO,Paul,Fabiniak,Paul Fabiniak
4161,530530628022.0,53053062802.0,7.0,10.0,9,7,69.0,82.0,176,178,65882418,WAD988478723,306,NORTHWEST ETCH TECHNOLOGY INC,1,2019,47.191309999999994,-122.48616000000001,332999.0,WA053,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4179,530110411051.0,53011041105.0,5.0,8.0,4,4,37.0,33.0,201,203,79326992,WAD982821050,345,Pacific Northwest Plating,10,2019,45.67283,-122.63025,23821.0,WA011,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4210,530330303132.0,53033030313.0,9.0,10.0,10,8,73.0,93.0,156,158,53972122,WAD075204164,274,Metso Paper USA,1,2019,47.29399,-122.31456000000001,326299.0,WA033,NWRO,Paul,Fabiniak,Paul Fabiniak
4231,530659514001.0,53065951400.0,3.0,4.0,2,7,66.0,11.0,465,518,13134,WAH000047415,3303,DAWN MINING CO,10,2019,47.8847,-117.833,212399.0,WA065,ERO,Huckleberry,Palmer,Huckleberry Palmer
4239,530610519261.0,53061051926.0,3.0,5.0,1,3,26.0,9.0,462,515,24326,WAH000053475,3286,Schnitzer Steel Woodinville,1,2019,47.7819,-122.148,423930.0,WA061,NWRO,Paul,Fabiniak,Paul Fabiniak
4239,530610519261.0,53061051926.0,3.0,5.0,1,3,26.0,9.0,104,106,27448633,WAH000014043,172,National Industrial Concepts,1,2019,47.785305,-122.148971,332999.0,WA061,NWRO,Robert,Reuter,Robert Reuter
4252,530050118002.0,53005011800.0,10.0,8.0,7,6,60.0,67.0,345,352,76252115,WAD052918190,1183,WA WSU Prosser IAREC,4,2019,46.252629999999996,-119.73808999999999,611310.0,WA005,CRO,Thatcher,Montgomery,Thatcher Montgomery
4268,530039602004.0,53003960200.0,1.0,2.0,4,7,63.0,35.0,421,447,31284996,WAD988486338,3058,Thunder Jet Boats,1,2019,46.31100000000001,-117.35700000000001,336612.0,WA003,ERO,Rolfe,Parsloe,Rolfe Parsloe
4276,530110410111.0,53011041011.0,2.0,7.0,3,5,47.0,23.0,269,273,199,WA1891406349,544,US DOE BPA Ross Complex,1,2019,45.66188,-122.6652,221111.0,WA011,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4278,530110416003.0,53011041600.0,10.0,10.0,7,7,63.0,63.0,262,266,87533416,WA0000229054,522,Trim Systems LLC Vancouver,1,2019,45.637170000000005,-122.61453999999999,336211.0,WA011,SWRO,Ifeanyi,Isigwe,Ifeanyi Isigwe
4278,530110416003.0,53011041600.0,10.0,10.0,7,7,63.0,63.0,266,270,19736,WAH000035680,534,SUPPLEMENT SCIENCES INC,1,2019,45.64032,-122.60611000000002,325412.0,WA011,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4281,530110410052.0,53011041005.0,10.0,9.0,8,10,93.0,72.0,320,327,39287145,WAD154018436,748,PANASONIC,1,2019,45.641666,-122.699722,33431.0,WA011,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
4281,530110410052.0,53011041005.0,10.0,9.0,8,10,93.0,72.0,430,470,16773,WAH000051080,3131,Trobella Cabinetry Inc,1,2019,45.643186,-122.70664199999999,337110.0,WA011,SWRO,Hugh,O'Neill,Hugh O'Neill
4281,530110410052.0,53011041005.0,10.0,9.0,8,10,93.0,72.0,474,530,31672,WAH000055528,3323,Hawthorne Hydroponics 38th Cir,4,2019,45.649657,-122.70376499999999,424910.0,WA011,SWRO,Leatta,Dahlhoff,Leatta Dahlhoff
